step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,GS_cluster_357187_359543_stopped,GS_cluster_357187_359543_accumulated_waiting_time,GS_cluster_357187_359543_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
25530.0,2,3.0,0.09090909090909091,9.731131178518078,2,13.0,0.586041664914504,2,13.0
25535.0,4,17.0,0.53125,9.619092922470934,4,17.0,0.561632851216382,4,17.0
25540.0,4,37.0,1.15625,10.309682961245517,4,37.0,0.5747173963100309,4,37.0
25545.0,0,0.0,0.0,9.796253878620256,0,12.0,0.6197613958647314,0,12.0
25550.0,2,6.0,0.18181818181818182,10.114669998808635,2,6.0,0.5715072365787074,2,6.0
25555.0,1,2.0,0.07407407407407407,8.981693706323332,1,5.0,0.5626209651554004,1,5.0
25560.0,3,13.0,0.4642857142857143,10.070560801141909,3,14.0,0.6150303809023996,3,14.0
25565.0,3,6.0,0.23076923076923078,8.40603664794281,3,20.0,0.46372290400266547,3,20.0
25570.0,5,11.0,0.4074074074074074,8.347390339201105,4,15.0,0.5322204856516715,4,15.0
25575.0,3,4.0,0.13793103448275862,9.029465182877546,2,20.0,0.5995988300061769,2,20.0
25580.0,6,13.0,0.43333333333333335,9.294379018220491,3,15.0,0.6166501435639197,3,15.0
25585.0,3,15.0,0.5172413793103449,8.468230948647424,1,18.0,0.5559953225855726,1,18.0
25590.0,6,41.0,1.3225806451612903,6.613916933174553,3,26.0,0.375678383802748,3,26.0
25595.0,7,47.0,1.4242424242424243,6.858049866545543,2,19.0,0.448048248426115,2,19.0
25600.0,9,49.0,1.4411764705882353,7.406895678915757,4,22.0,0.36649681679013907,4,22.0
25605.0,2,2.0,0.06060606060606061,7.278679533842439,1,66.0,0.3667463716727897,1,66.0
25610.0,3,8.0,0.22857142857142856,7.130479692639156,2,36.0,0.436907611062005,2,36.0
25615.0,6,14.0,0.3783783783783784,6.94259172388864,2,34.0,0.4281651870899383,2,34.0
25620.0,11,44.0,1.0476190476190477,6.884821465488009,6,54.0,0.3856190657606899,6,54.0
25625.0,5,8.0,0.18181818181818182,7.473770230877471,2,55.0,0.47490839144880553,2,55.0
25630.0,3,1.0,0.02127659574468085,8.255307962112102,3,45.0,0.4997218364895143,3,45.0
25635.0,3,4.0,0.08888888888888889,7.315407073599373,3,34.0,0.4563577752493711,3,34.0
25640.0,12,23.0,0.46938775510204084,6.362670110435871,10,69.0,0.40005037819102435,10,69.0
25645.0,4,11.0,0.2391304347826087,6.773863049923873,4,73.0,0.3877926492738905,4,73.0
25650.0,12,31.0,0.6595744680851063,5.07743065769083,11,76.0,0.25583025974556123,11,76.0
25655.0,21,108.0,2.1176470588235294,4.677381782793087,16,118.0,0.22127431517715054,16,118.0
25660.0,12,41.0,0.803921568627451,4.18978285542411,8,113.0,0.24710392838863401,8,113.0
25665.0,11,32.0,0.5818181818181818,5.434814446307622,7,106.0,0.25611424046304854,7,106.0
25670.0,13,31.0,0.5535714285714286,4.742825788419227,11,142.0,0.19004851466174205,11,142.0
25675.0,21,90.0,1.5,5.030398915914871,13,166.0,0.21261315929071642,13,166.0
25680.0,19,108.0,1.7419354838709677,5.488124758128345,12,195.0,0.24199467291433546,12,195.0
25685.0,22,164.0,2.7333333333333334,6.036433174594127,12,188.0,0.30421182114044687,12,188.0
25690.0,23,218.0,3.7586206896551726,5.647811530489564,9,213.0,0.27932866927978633,9,213.0
25695.0,26,314.0,5.814814814814815,4.60432254307645,11,214.0,0.2126726411194508,11,214.0
25700.0,23,382.0,7.490196078431373,3.97923722476379,7,187.0,0.24330931136579984,7,187.0
25705.0,20,345.0,6.764705882352941,5.37853236220931,6,178.0,0.2943646138228084,6,178.0
25710.0,19,352.0,7.04,5.108986016537544,7,204.0,0.24541134828520902,7,204.0
25715.0,20,412.0,8.583333333333334,5.235034534169739,8,189.0,0.2200365429690773,8,189.0
25720.0,15,256.0,5.019607843137255,4.752987782447018,8,221.0,0.2028514274371591,8,221.0
25725.0,19,219.0,3.9107142857142856,5.537277618076023,13,249.0,0.22043773694124533,13,249.0
25730.0,18,270.0,5.1923076923076925,5.912452004283184,7,271.0,0.29145315401706223,7,271.0
25735.0,21,294.0,6.0,5.2684530834541,7,204.0,0.29243387054966147,7,204.0
25740.0,15,231.0,4.714285714285714,5.894414267417342,4,194.0,0.32730269096257614,4,194.0
25745.0,8,15.0,0.29411764705882354,6.384223736442773,8,319.0,0.2910309724458368,8,319.0
25750.0,5,18.0,0.375,5.963197867289575,4,348.0,0.2701636790719433,4,348.0
25755.0,12,44.0,0.9166666666666666,5.860737909109365,6,387.0,0.24216637949119946,6,387.0
25760.0,9,50.0,1.0869565217391304,6.10154601184202,5,461.0,0.25856991864029816,5,461.0
25765.0,11,51.0,1.1333333333333333,6.486887805719224,10,487.0,0.21021140343478634,10,487.0
25770.0,6,20.0,0.46511627906976744,7.48802914272465,2,426.0,0.2719836446783734,2,426.0
25775.0,9,41.0,1.0512820512820513,6.838942057052047,5,305.0,0.26237954640841726,5,305.0
25780.0,3,5.0,0.1388888888888889,6.48430955994183,3,288.0,0.24802676955380468,3,288.0
25785.0,4,6.0,0.17142857142857143,8.206853673410578,4,364.0,0.19779179156237112,4,364.0
25790.0,5,10.0,0.3448275862068966,6.937405063128825,4,371.0,0.10507304894049953,4,371.0
25795.0,6,21.0,0.75,6.747401168614593,6,414.0,0.1170303837521782,6,414.0
25800.0,3,7.0,0.25925925925925924,7.117975763360993,3,499.0,0.2035069263907747,3,499.0
25805.0,6,28.0,1.0,8.276943126860369,6,507.0,0.11601526360260475,6,507.0
25810.0,5,23.0,0.8518518518518519,8.250730877140661,5,445.0,0.18757776972066856,5,445.0
25815.0,4,14.0,0.6363636363636364,8.146285033341165,4,198.0,0.2484703612007833,4,198.0
25820.0,1,2.0,0.10526315789473684,8.45424890015085,1,199.0,0.21845291706737074,1,199.0
25825.0,2,11.0,0.6470588235294118,9.608944327105236,2,195.0,0.27626270632339966,2,195.0
25830.0,0,0.0,0.0,9.714011727183866,0,100.0,0.37868230179256995,0,100.0
25835.0,2,3.0,0.1875,10.016354334649664,2,3.0,0.4081669971653842,2,3.0
25840.0,0,0.0,0.0,11.411550970499738,0,3.0,0.6179467902095147,0,3.0
25845.0,0,0.0,0.0,13.432612108639049,0,0.0,1.0,0,0.0
25850.0,0,0.0,0.0,13.217118665100994,0,0.0,1.0,0,0.0
25855.0,0,0.0,0.0,14.205770461863832,0,0.0,1.0,0,0.0
25860.0,1,0.0,0.0,11.423608722606446,1,0.0,0.0,1,0.0
25865.0,1,0.0,0.0,8.696415922856225,1,0.0,0.35385714245708894,1,0.0
25870.0,1,0.0,0.0,9.199134413963804,1,0.0,0.49497033382965483,1,0.0
25875.0,0,0.0,0.0,11.530514460511347,0,0.0,0.3983981725269162,0,0.0
25880.0,1,0.0,0.0,10.408024720804955,1,0.0,0.45737876247250975,1,0.0
25885.0,1,1.0,0.1111111111111111,9.491900764691705,1,2.0,0.33289021971386823,1,2.0
25890.0,2,8.0,0.6666666666666666,7.205893343737351,2,9.0,0.29245900373679945,2,9.0
25895.0,1,1.0,0.07692307692307693,6.769842344740282,1,5.0,0.25147336166369366,1,5.0
25900.0,1,6.0,0.4,10.104320198920593,1,6.0,0.3449814395547512,1,6.0
25905.0,2,11.0,0.7333333333333333,10.023160847681213,2,11.0,0.26428020664253277,2,11.0
25910.0,1,2.0,0.13333333333333333,9.550557109888267,1,2.0,0.308705071627287,1,2.0
25915.0,3,12.0,0.7058823529411765,8.66614137700302,3,12.0,0.24690235862502988,3,12.0
25920.0,0,0.0,0.0,8.208933010959662,0,5.0,0.26307944550432827,0,5.0
25925.0,2,5.0,0.2631578947368421,10.235120310108496,2,5.0,0.2904984830318566,2,5.0
25930.0,3,12.0,0.6666666666666666,9.036545439447458,3,12.0,0.202654089531731,3,12.0
25935.0,4,27.0,1.6875,7.968948501651257,4,27.0,0.205981789374901,4,27.0
25940.0,1,20.0,1.1764705882352942,7.531698684893528,1,29.0,0.27963735482533997,1,29.0
25945.0,2,25.0,1.3888888888888888,9.576081957782971,2,25.0,0.4176532608999436,2,25.0
25950.0,2,0.0,0.0,10.749906933070745,2,0.0,0.43550386576448624,2,0.0
25955.0,0,0.0,0.0,11.820697158186611,0,0.0,0.70287446712161,0,0.0
25960.0,1,0.0,0.0,10.829079241442724,1,0.0,0.5592109494204083,1,0.0
25965.0,1,3.0,0.15789473684210525,10.101628345299403,1,3.0,0.5552562595394106,1,3.0
25970.0,0,0.0,0.0,9.15832142437201,0,0.0,0.5722331269231042,0,0.0
25975.0,1,4.0,0.2,10.688083074868153,1,4.0,0.6161752168371428,1,4.0
25980.0,1,0.0,0.0,9.505719767144564,1,0.0,0.5798282081090569,1,0.0
25985.0,1,3.0,0.1875,9.870983733084056,1,3.0,0.508860017340838,1,3.0
25990.0,2,1.0,0.058823529411764705,7.294526573219692,2,4.0,0.3596809980330171,2,4.0
25995.0,1,6.0,0.3,8.787535819740445,1,6.0,0.4272579643205161,1,6.0
26000.0,1,2.0,0.09090909090909091,9.404668035841787,1,2.0,0.41128229183862636,1,2.0
26005.0,3,11.0,0.4782608695652174,8.351377415606681,3,11.0,0.1910418994040518,3,11.0
26010.0,0,0.0,0.0,7.905536743192561,0,7.0,0.29118100650315937,0,7.0
26015.0,4,10.0,0.4166666666666667,8.030095751765812,4,10.0,0.16815832471779674,4,10.0
26020.0,1,0.0,0.0,7.652592716073442,1,8.0,0.25580335438206836,1,8.0
26025.0,2,7.0,0.3181818181818182,8.710165652956661,1,2.0,0.3419240429014391,1,2.0
26030.0,3,4.0,0.16,8.695687444800164,3,6.0,0.22809317686874758,3,6.0
26035.0,3,16.0,0.6153846153846154,9.543701805136763,3,16.0,0.2625181061047313,3,16.0
26040.0,1,1.0,0.037037037037037035,8.43345939798367,1,11.0,0.2123383577953156,1,11.0
26045.0,3,7.0,0.25,9.866105833924324,3,8.0,0.30823517715437654,3,8.0
26050.0,0,0.0,0.0,9.550604349157256,0,7.0,0.33964770347296974,0,7.0
26055.0,3,11.0,0.4074074074074074,9.23469038333016,3,12.0,0.19726770299329113,3,12.0
26060.0,2,5.0,0.21739130434782608,8.465228569428731,2,15.0,0.13877858046219332,2,15.0
26065.0,2,5.0,0.21739130434782608,8.477545407561145,2,10.0,0.08802817395244392,2,10.0
26070.0,3,2.0,0.08695652173913043,8.597064077600876,3,15.0,0.1846609755530684,3,15.0
26075.0,5,17.0,0.8947368421052632,5.770014449271469,5,33.0,0.09195564293697317,5,33.0
26080.0,8,23.0,1.3529411764705883,4.7425631868124904,8,58.0,0.1061299315433984,8,58.0
26085.0,4,24.0,1.8461538461538463,5.269618683822599,4,66.0,0.2446863687139257,4,66.0
26090.0,4,7.0,0.4375,7.271791864573496,4,53.0,0.2582536080471222,4,53.0
26095.0,3,4.0,0.23529411764705882,8.167834801056646,3,23.0,0.3832636924479131,3,23.0
26100.0,1,3.0,0.17647058823529413,8.007443786109619,1,14.0,0.46679690009225216,1,14.0
26105.0,4,13.0,0.7647058823529411,5.25140395429078,4,18.0,0.374406656666095,4,18.0
26110.0,2,3.0,0.15,6.859084081923472,2,15.0,0.374629590182046,2,15.0
26115.0,5,23.0,1.3529411764705883,7.6337136633432765,5,30.0,0.2699350426349254,5,30.0
26120.0,3,15.0,1.25,4.560233642841613,3,34.0,0.2874613913505182,3,34.0
26125.0,3,10.0,0.9090909090909091,3.96379773099701,1,31.0,0.22393801905439684,1,31.0
26130.0,2,18.0,1.3846153846153846,3.6565205122220044,1,30.0,0.1176797352880624,1,30.0
26135.0,3,33.0,2.2,8.083705933209782,2,28.0,0.3185870518360956,2,28.0
26140.0,3,48.0,3.4285714285714284,8.683267811019153,2,31.0,0.38245307248570565,2,31.0
26145.0,2,48.0,3.6923076923076925,8.738587477725009,1,24.0,0.5448975168338477,1,24.0
26150.0,2,29.0,2.6363636363636362,6.542308788892393,2,29.0,0.549792258684059,2,29.0
26155.0,1,0.0,0.0,7.400623405937811,1,0.0,0.6791383713927414,1,0.0
26160.0,0,0.0,0.0,10.5999869325182,0,0.0,0.6756750470197151,0,0.0
26165.0,1,0.0,0.0,8.593443852808957,1,0.0,0.4921005990263936,1,0.0
26170.0,5,9.0,0.47368421052631576,7.215607755877682,4,7.0,0.429248203241998,4,7.0
26175.0,1,0.0,0.0,7.763272681461212,1,4.0,0.4359439126141256,1,4.0
26180.0,2,10.0,0.47619047619047616,9.430902654848861,2,10.0,0.5334073038607708,2,10.0
26185.0,1,1.0,0.058823529411764705,10.76112391792711,1,1.0,0.7516453283164138,1,1.0
26190.0,3,8.0,0.4444444444444444,8.602186155114655,3,8.0,0.5195692824693459,3,8.0
26195.0,0,0.0,0.0,9.591237491593036,0,5.0,0.6549021682566067,0,5.0
26200.0,1,3.0,0.17647058823529413,9.618921175516109,1,3.0,0.5822165421685047,1,3.0
26205.0,1,0.0,0.0,8.499073926509258,1,0.0,0.526217896579382,1,0.0
26210.0,2,7.0,0.5384615384615384,9.2818970132738,2,7.0,0.39714279484933007,2,7.0
26215.0,3,22.0,2.2,7.269256248505056,3,22.0,0.3447053719092892,3,22.0
26220.0,0,0.0,0.0,5.916184622703917,0,9.0,0.3119927640441882,0,9.0
26225.0,2,5.0,0.2631578947368421,9.213716353553151,2,5.0,0.5023659943246614,2,5.0
26230.0,3,2.0,0.10526315789473684,8.559267419481348,2,2.0,0.48874378045465056,2,2.0
26235.0,5,18.0,1.0,7.205392048131383,5,18.0,0.4235980620832224,5,18.0
26240.0,0,0.0,0.0,7.3508857661352325,0,7.0,0.43486387315073893,0,7.0
26245.0,2,2.0,0.08333333333333333,10.981451493058353,1,0.0,0.6443449720673515,1,0.0
26250.0,2,1.0,0.047619047619047616,9.76714467298972,2,1.0,0.5055813259569057,2,1.0
26255.0,6,12.0,0.6,7.663233084609426,5,10.0,0.4340832014293009,5,10.0
26260.0,1,0.0,0.0,8.114584911212493,1,6.0,0.49104111410659057,1,6.0
26265.0,1,0.0,0.0,10.21942897632663,1,0.0,0.5885472746923425,1,0.0
26270.0,2,1.0,0.043478260869565216,9.646578929865639,2,2.0,0.5443228363491628,2,2.0
26275.0,3,13.0,0.5909090909090909,9.298107997707136,3,14.0,0.5427131916154526,3,14.0
26280.0,3,2.0,0.08695652173913043,7.7416417525026775,3,11.0,0.5040754427711337,3,11.0
26285.0,2,8.0,0.3333333333333333,9.15869014197471,2,9.0,0.5806427118626148,2,9.0
26290.0,3,4.0,0.18181818181818182,7.715766955323645,3,10.0,0.46605730415620816,3,10.0
26295.0,6,23.0,1.0952380952380953,7.7177491104192155,6,25.0,0.4176168131207681,6,25.0
26300.0,2,2.0,0.10526315789473684,5.0593600852907015,2,27.0,0.35161531739935953,2,27.0
26305.0,2,8.0,0.38095238095238093,8.690093674601027,2,10.0,0.5278601980823786,2,10.0
26310.0,2,3.0,0.15789473684210525,8.605461196894678,2,3.0,0.4517163730638372,2,3.0
26315.0,5,22.0,1.2222222222222223,6.847303680659519,5,22.0,0.2979540939143046,5,22.0
26320.0,1,0.0,0.0,6.530478764681391,1,18.0,0.31115715914694725,1,18.0
26325.0,0,0.0,0.0,10.422336044491786,0,0.0,0.6108323980083094,0,0.0
26330.0,2,2.0,0.1111111111111111,8.344486525224983,2,2.0,0.37424831622286614,2,2.0
26335.0,6,20.0,1.0526315789473684,6.00682401412424,6,20.0,0.34202697409566224,6,20.0
26340.0,0,0.0,0.0,6.911968414298948,0,10.0,0.48324700491997274,0,10.0
26345.0,1,1.0,0.041666666666666664,11.297043834509187,0,0.0,0.7222622692895244,0,0.0
26350.0,2,1.0,0.047619047619047616,10.636937816445462,1,0.0,0.6603509236211913,1,0.0
26355.0,1,1.0,0.06666666666666667,9.380426585326148,1,1.0,0.6027852429078265,1,1.0
26360.0,2,8.0,0.6153846153846154,9.624282670124906,2,8.0,0.6262623420432823,2,8.0
26365.0,1,1.0,0.07692307692307693,8.244136925752096,1,10.0,0.5715675040570503,1,10.0
26370.0,1,6.0,0.42857142857142855,8.343470327476116,1,6.0,0.5143634529072624,1,6.0
26375.0,0,0.0,0.0,9.760986886761588,0,2.0,0.8320357375331134,0,2.0
26380.0,1,0.0,0.0,10.416745367959765,1,0.0,0.5753561760540161,1,0.0
26385.0,1,0.0,0.0,7.881009114634786,1,0.0,0.3839345011345487,1,0.0
26390.0,3,8.0,0.5,7.744442265602363,3,8.0,0.3948623035077041,3,8.0
26395.0,1,0.0,0.0,9.06699497338338,1,3.0,0.5679073928868598,1,3.0
26400.0,2,2.0,0.1111111111111111,11.046399184046944,2,3.0,0.5936560742151324,2,3.0
26405.0,4,12.0,0.8,9.37250626695381,4,13.0,0.5457407717673103,4,13.0
26410.0,0,0.0,0.0,9.502112913409913,0,6.0,0.6944704840789088,0,6.0
26415.0,1,2.0,0.15384615384615385,9.570707487551818,1,3.0,0.5777158543841865,1,3.0
26420.0,0,0.0,0.0,8.74828400087384,0,3.0,0.6471160205324413,0,3.0
26425.0,3,4.0,0.2857142857142857,9.659571497185961,2,1.0,0.6262489810682508,2,1.0
26430.0,3,0.0,0.0,6.02792806372121,3,1.0,0.41108606097155115,3,1.0
26435.0,5,11.0,0.5789473684210527,8.883787846155375,5,12.0,0.4935265895220643,5,12.0
26440.0,1,0.0,0.0,8.073719953757013,1,13.0,0.5500460140837915,1,13.0
26445.0,4,9.0,0.34615384615384615,8.604300087736187,4,9.0,0.5621151006645081,4,9.0
26450.0,0,0.0,0.0,8.682307089947907,0,6.0,0.5314095108247066,0,6.0
26455.0,2,8.0,0.32,9.465356412993835,2,9.0,0.5661195398552549,2,9.0
26460.0,0,0.0,0.0,9.803735446580099,0,3.0,0.5570235489968488,0,3.0
26465.0,2,4.0,0.21052631578947367,10.03242927824803,2,5.0,0.5151286779197655,2,5.0
26470.0,1,0.0,0.0,8.247735078132031,1,3.0,0.4537664401249908,1,3.0
26475.0,3,1.0,0.05263157894736842,7.543074063646117,2,2.0,0.37632118811290544,2,2.0
26480.0,2,0.0,0.0,9.124803951456181,2,4.0,0.4161467895227803,2,4.0
26485.0,3,5.0,0.25,8.280444565777792,3,6.0,0.4382134495518387,3,6.0
26490.0,0,0.0,0.0,7.828773387970214,0,1.0,0.5304680382526791,0,1.0
26495.0,1,0.0,0.0,9.378363275190496,1,0.0,0.6326937893437571,1,0.0
26500.0,1,4.0,0.18181818181818182,10.983178184445375,1,4.0,0.6854662546853599,1,4.0
26505.0,4,15.0,0.7894736842105263,9.363743801704217,4,15.0,0.6206472311322346,4,15.0
26510.0,0,0.0,0.0,7.892911536725581,0,8.0,0.5425330118803103,0,8.0
26515.0,6,16.0,0.8,8.620485838124756,6,16.0,0.5221779388258238,6,16.0
26520.0,1,6.0,0.3157894736842105,8.521150177524852,1,19.0,0.6047451403636342,1,19.0
26525.0,2,2.0,0.1,8.1590869781455,1,6.0,0.5545609058899399,1,6.0
26530.0,2,1.0,0.047619047619047616,10.472419918483766,2,1.0,0.5848935176037799,2,1.0
26535.0,3,3.0,0.15,8.159858708253171,3,3.0,0.4633227968601687,3,3.0
26540.0,6,24.0,1.0909090909090908,6.983596396424075,6,24.0,0.383795371887541,6,24.0
26545.0,2,5.0,0.2,8.109359818955397,2,24.0,0.5392507623358413,2,24.0
26550.0,2,3.0,0.1111111111111111,9.499193987031193,2,3.0,0.5525384294671826,2,3.0
26555.0,0,0.0,0.0,9.893354887360244,0,2.0,0.5403583331202054,0,2.0
26560.0,4,13.0,0.52,9.616614805827808,4,13.0,0.5148821469611086,4,13.0
26565.0,5,32.0,1.391304347826087,8.5109510711462,4,32.0,0.44181097868934005,4,32.0
26570.0,3,8.0,0.3333333333333333,8.276111485706695,3,28.0,0.44994445629102114,3,28.0
26575.0,0,0.0,0.0,9.07228805986493,0,7.0,0.5108200636775712,0,7.0
26580.0,3,2.0,0.06666666666666667,8.176542227146333,3,9.0,0.44479281439560153,3,9.0
26585.0,5,16.0,0.47058823529411764,8.532554316609902,4,24.0,0.4831191640893401,4,24.0
26590.0,5,15.0,0.4166666666666667,7.476627158406815,5,33.0,0.38870438024992643,5,33.0
26595.0,6,15.0,0.38461538461538464,7.899536628227691,6,34.0,0.3591349906805319,6,34.0
26600.0,5,5.0,0.1282051282051282,7.527970439260198,4,39.0,0.37580297308888283,4,39.0
26605.0,9,26.0,0.65,7.223300938398883,8,48.0,0.3488211284153678,8,48.0
26610.0,9,24.0,0.631578947368421,7.081328550133295,9,59.0,0.36410382944625574,9,59.0
26615.0,6,28.0,0.717948717948718,7.503766270625013,6,62.0,0.30631364918129217,6,62.0
26620.0,2,3.0,0.08571428571428572,7.494231878057068,2,60.0,0.3397251508861881,2,60.0
26625.0,7,22.0,0.6470588235294118,7.901074800827575,6,54.0,0.3856427404806813,6,54.0
26630.0,6,23.0,0.71875,7.770133882489142,6,63.0,0.3847847652968671,6,63.0
26635.0,4,11.0,0.3548387096774194,8.194595096827806,4,38.0,0.36558416257721477,4,38.0
26640.0,1,1.0,0.037037037037037035,7.2193034207636435,1,37.0,0.41314274575182014,1,37.0
26645.0,6,17.0,0.5666666666666667,7.69463581750818,5,51.0,0.41883261212211104,5,51.0
26650.0,6,18.0,0.5625,8.097273397650993,5,60.0,0.44592340069329434,5,60.0
